phi,theta,gain_total,gain_total_db,gain_phi,gain_phi_db,gain_theta,gain_theta_db
3.000000000009747,-75.00000000024367,-8.53300438617519,-8.53300438617519,0.0036199469000000356,-24.4129779996576,0.13656441249999998,-8.64662459281708
3.000000000009747,-71.9999999979421,-9.13527984548563,-9.13527984548563,0.005775638499999977,-22.383999972889,0.11625587999999996,-9.34585072098455
3.000000000009747,-69.00000000137008,-11.5604641489713,-11.5604641489713,0.0025386085000000057,-25.9540427013832,0.06727717000000065,-11.7213228533192
3.000000000009747,-65.99999999906852,-14.2905534630145,-14.2905534630145,0.0006857707839999928,-31.6382102114272,0.03654865439999996,-14.3712860769141
3.000000000009747,-63.00000000249652,-13.751996988508,-13.751996988508,0.004301898100000002,-23.6633988105498,0.03784836609999976,-14.2195286409179
3.000000000009747,-60.00000000019494,-14.2327607311655,-14.2327607311655,0.010842234241000094,-19.6488121424092,0.026890990899999783,-15.7039319426338
3.000000000009747,-56.999999997893354,-17.542506839718,-17.542506839718,0.009588618100000033,-20.1824397831307,0.008020974800000047,-20.9577284810801
3.000000000009747,-54.00000000132136,-16.5945433595979,-16.5945433595979,0.006659547280999975,-21.7655529335918,0.015245574100000036,-18.1685621683697
3.000000000009747,-50.99999999901978,-15.6197798495454,-15.6197798495454,0.00046534899999999685,-33.322212150163,0.02695178249999979,-15.6941250675501
3.000000000009747,-48.00000000244778,-18.6302009887135,-18.6302009887135,0.0013787027410000065,-28.6052936098851,0.012329480499999929,-19.0905522192304
3.000000000009747,-45.0000000001462,-24.0513837932883,-24.0513837932883,0.003889320999999978,-24.1012621144869,4.4925984999999975e-05,-43.4750239222956
3.000000000009747,-41.999999997844625,-17.5622533294362,-17.5622533294362,0.004696985599999963,-23.2818077127303,0.012832721799999888,-18.9168122068235
3.000000000009747,-39.000000001272625,-15.0813662742076,-15.0813662742076,0.0006755769889999995,-31.7032515146414,0.030360253600000078,-15.1769460508813
3.000000000009747,-35.99999999897105,-15.8785956406603,-15.8785956406603,0.0015530764999999959,-28.0880715167028,0.024277876900000262,-16.1478929498269
3.000000000009747,-33.00000000239904,-15.9941719511134,-15.9941719511134,0.0013193049999999941,-28.796547916374,0.02383329039999992,-16.2281599525676
